stages,freq.dist,size.dist,time,fsc_beads
1,0,0,2014-09-24 01:12:48,57
1.008,0,0,2014-09-24 01:12:48,57
1.016,0,0,2014-09-24 01:12:48,57
1.024,0,0,2014-09-24 01:12:48,57
1.032,0,0,2014-09-24 01:12:48,57
1.04,0,0,2014-09-24 01:12:48,57
1.048,0,0,2014-09-24 01:12:48,57
1.057,0,0,2014-09-24 01:12:48,57
1.065,0,0,2014-09-24 01:12:48,57
1.073,0,0,2014-09-24 01:12:48,57
1.082,0,0,2014-09-24 01:12:48,57
1.091,0,0,2014-09-24 01:12:48,57
1.099,1.01170538091427e-20,0,2014-09-24 01:12:48,57
1.108,1.4879028018155e-20,0,2014-09-24 01:12:48,57
1.117,0,0,2014-09-24 01:12:48,57
1.125,0,0,2014-09-24 01:12:48,57
1.134,0,0,2014-09-24 01:12:48,57
1.143,0,0,2014-09-24 01:12:48,57
1.152,0,0,2014-09-24 01:12:48,57
1.161,0,0,2014-09-24 01:12:48,57
1.171,0,0,2014-09-24 01:12:48,57
1.18,0,0,2014-09-24 01:12:48,57
1.189,0,0,2014-09-24 01:12:48,57
1.199,0,0,2014-09-24 01:12:48,57
1.208,0,0,2014-09-24 01:12:48,57
1.218,0,0,2014-09-24 01:12:48,57
1.227,0,0,2014-09-24 01:12:48,57
1.237,0,0,2014-09-24 01:12:48,57
1.247,6.88077516130204e-20,0,2014-09-24 01:12:48,57
1.257,5.61726575234684e-20,0,2014-09-24 01:12:48,57
1.267,0,0,2014-09-24 01:12:48,57
1.277,0,0,2014-09-24 01:12:48,57
1.287,0,0,2014-09-24 01:12:48,57
1.297,0,0,2014-09-24 01:12:48,57
1.307,0,0,2014-09-24 01:12:48,57
1.317,0,0,2014-09-24 01:12:48,57
1.328,0,0,2014-09-24 01:12:48,57
1.338,0,0,2014-09-24 01:12:48,57
1.349,0,0,2014-09-24 01:12:48,57
1.36,0,0,2014-09-24 01:12:48,57
1.37,2.24299492628503e-20,0,2014-09-24 01:12:48,57
1.381,2.56613256444732e-21,0,2014-09-24 01:12:48,57
1.392,0,0,2014-09-24 01:12:48,57
1.403,0,0,2014-09-24 01:12:48,57
1.414,0,0,2014-09-24 01:12:48,57
1.425,3.23001424587383e-20,0,2014-09-24 01:12:48,57
1.437,1.7692021195857e-20,0,2014-09-24 01:12:48,57
1.448,0,0,2014-09-24 01:12:48,57
1.46,0,0,2014-09-24 01:12:48,57
1.471,0,0,2014-09-24 01:12:48,57
1.483,1.97403863917756e-20,0,2014-09-24 01:12:48,57
1.494,3.02517772628194e-20,0,2014-09-24 01:12:48,57
1.506,0,0,2014-09-24 01:12:48,57
1.518,0,0,2014-09-24 01:12:48,57
1.53,0,0,2014-09-24 01:12:48,57
1.542,0,0,2014-09-24 01:12:48,57
1.555,0,0,2014-09-24 01:12:48,57
1.567,0,0,2014-09-24 01:12:48,57
1.579,0,0,2014-09-24 01:12:48,57
1.592,0,0,2014-09-24 01:12:48,57
1.604,0,0,2014-09-24 01:12:48,57
1.617,0,0,2014-09-24 01:12:48,57
1.63,3.7077184272269e-20,0,2014-09-24 01:12:48,57
1.643,4.74802124412029e-20,0,2014-09-24 01:12:48,57
1.656,1.54269305957194e-20,0,2014-09-24 01:12:48,57
1.669,0,0,2014-09-24 01:12:48,57
